Chl,EC,DO,Phycoprotein,Turbidity,T,PH,Ammonia Nitrogen
11.07,538.34,8.38,931.79,2.96,32.088,8.57,0.49
8.08,538.22,8.38,927.5,2.97,32.084,8.57,0.49
10.75,538.2,8.38,922.36,2.97,32.082,8.57,0.49
3.98,538.19,8.38,917.8,2.98,32.077,8.57,0.49
6.26,538.21,8.38,916.99,2.84,32.078,8.57,0.49
2.52,538.2,8.38,910.46,2.84,32.079,8.57,0.49
2.75,538.18,8.38,904.65,2.83,32.075,8.57,0.49
8.48,538.15,8.38,921.34,2.82,32.069,8.57,0.49
11.83,538.13,8.38,899.52,2.8,32.064,8.57,0.49
9.92,538.1,8.38,902.28,2.79,32.057,8.57,0.49
7.58,538.03,8.38,903.66,2.8,32.054,8.57,0.49
6.77,538.04,8.38,917.86,2.8,32.049,8.57,0.49
3.94,538.05,8.38,931.58,2.85,32.043,8.57,0.49
2.51,538.02,8.38,927.74,2.84,32.039,8.57,0.49
2.58,538.03,8.38,939.94,2.83,32.037,8.57,0.49
10.51,538.05,8.37,943.18,2.84,32.037,8.57,0.49
8.7,538.04,8.37,947.29,2.83,32.035,8.57,0.49
1.91,538.04,8.37,938.43,2.84,32.03,8.57,0.49
2.94,537.99,8.36,943.24,2.97,32.025,8.57,0.49
2.22,537.95,8.36,936.42,2.82,32.025,8.57,0.49
2.5,537.94,8.35,923.21,2.85,32.025,8.58,0.49
10.74,537.96,8.35,922.84,2.88,32.024,8.58,0.49
8.09,537.9,8.35,902.66,2.88,32.022,8.58,0.49
9.81,537.89,8.35,939.7,2.92,32.02,8.57,0.49
9.66,537.86,8.35,925.6,2.91,32.02,8.57,0.49
9.09,537.93,8.35,926.9,2.92,32.022,8.57,0.49
9.57,537.95,8.35,921.52,2.92,32.02,8.57,0.49
2.7,537.95,8.36,943.6,2.92,32.021,8.57,0.5
11.18,537.96,8.36,951.39,2.94,32.02,8.57,0.5
8.45,537.99,8.36,947.09,2.93,32.019,8.57,0.5
1.93,538.0,8.35,954.26,2.91,32.018,8.57,0.5
10.96,537.93,8.36,925.92,2.9,32.012,8.57,0.5
10.69,537.88,8.36,926.12,2.91,32.005,8.57,0.5
9.33,537.85,8.36,914.35,2.86,32.002,8.57,0.5
9.83,537.83,8.36,919.06,2.9,31.999,8.57,0.5
2.28,537.79,8.36,913.19,2.93,31.996,8.57,0.5
2.19,537.79,8.36,910.91,2.99,31.995,8.57,0.5
6.89,537.8,8.35,908.02,2.99,31.996,8.58,0.5
6.59,537.81,8.35,908.17,2.98,31.993,8.57,0.5
3.35,537.81,8.34,922.6,2.97,31.992,8.57,0.5
2.15,537.78,8.34,930.23,3.08,31.991,8.57,0.5
10.35,537.72,8.33,923.67,3.05,31.987,8.57,0.5
2.72,537.72,8.33,927.81,3.02,31.984,8.57,0.5
10.35,537.72,8.32,938.75,2.92,31.982,8.57,0.5
10.29,537.74,8.32,967.85,2.9,31.98,8.57,0.5
8.73,537.74,8.32,976.66,2.89,31.983,8.57,0.5
6.71,537.75,8.32,980.38,2.88,31.982,8.57,0.5
9.11,537.78,8.32,972.96,2.84,31.98,8.57,0.5
7.16,537.77,8.33,953.77,2.81,31.978,8.57,0.5
2.54,537.76,8.33,958.98,2.8,31.975,8.57,0.5
2.36,537.74,8.34,961.34,2.81,31.972,8.57,0.5
6.04,537.67,8.34,961.12,2.82,31.969,8.57,0.5
10.04,537.64,8.33,958.91,2.84,31.966,8.57,0.5
9.24,537.67,8.33,921.54,2.87,31.962,8.57,0.5
8.8,537.62,8.33,919.51,2.88,31.955,8.57,0.5
9.21,537.61,8.33,901.28,2.9,31.949,8.58,0.5
8.67,537.55,8.33,894.63,2.91,31.946,8.58,0.5
9.57,537.51,8.33,915.79,2.91,31.944,8.58,0.5
2.25,537.48,8.33,921.12,2.9,31.941,8.58,0.5
2.47,537.43,8.33,914.61,2.9,31.939,8.58,0.5
8.53,537.43,8.34,915.57,2.88,31.936,8.58,0.5
2.15,537.42,8.34,913.43,2.9,31.938,8.58,0.5
8.17,537.43,8.34,911.64,2.91,31.934,8.58,0.5
9.5,537.43,8.34,922.78,2.92,31.932,8.58,0.5
9.07,537.44,8.35,921.92,2.97,31.927,8.58,0.5
8.63,537.39,8.35,926.64,2.98,31.921,8.58,0.5
7.21,537.35,8.35,931.41,2.95,31.918,8.58,0.5
2.45,537.26,8.35,929.44,2.98,31.913,8.58,0.5
11.13,537.25,8.35,928.36,2.98,31.909,8.58,0.5
8.18,537.2,8.35,932.19,2.94,31.905,8.58,0.5
7.63,537.18,8.35,924.54,2.91,31.901,8.57,0.5
7.49,537.17,8.34,933.32,2.88,31.897,8.57,0.5
7.54,537.22,8.34,923.5,2.85,31.894,8.57,0.5
8.5,537.19,8.34,927.68,2.85,31.893,8.57,0.5
9.38,537.22,8.34,922.31,2.83,31.891,8.57,0.5
8.1,537.16,8.34,920.55,2.81,31.888,8.57,0.5
8.75,537.14,8.34,905.22,2.8,31.886,8.58,0.5
8.15,537.1,8.33,917.29,2.8,31.883,8.58,0.5
10.21,537.06,8.33,905.94,2.81,31.879,8.57,0.5
6.43,537.08,8.32,918.87,2.83,31.871,8.57,0.5
6.94,537.04,8.32,907.23,2.84,31.867,8.57,0.5
2.91,537.04,8.32,912.35,2.85,31.863,8.57,0.5
10.77,537.04,8.32,908.37,2.85,31.861,8.58,0.5
10.47,537.05,8.32,906.58,2.86,31.857,8.57,0.5
9.83,537.0,8.33,901.08,2.86,31.853,8.57,0.5
9.21,536.99,8.34,915.48,2.86,31.856,8.57,0.5
2.34,536.96,8.34,902.92,2.87,31.859,8.57,0.5
12.99,536.98,8.34,908.57,2.86,31.858,8.57,0.5
1.93,536.96,8.33,900.97,2.91,31.857,8.57,0.5
2.33,536.89,8.33,889.92,2.92,31.856,8.57,0.5
9.31,536.91,8.33,880.35,4.35,31.856,8.57,0.5
7.89,536.91,8.33,882.7,6.36,31.854,8.57,0.5
1.88,536.88,8.33,898.37,6.32,31.852,8.57,0.51
11.11,536.86,8.33,883.32,6.31,31.851,8.57,0.51
6.18,536.87,8.33,883.42,6.3,31.851,8.57,0.51
2.28,536.91,8.33,873.71,6.25,31.85,8.57,0.51
9.1,536.96,8.33,867.19,6.25,31.851,8.57,0.51
1.64,536.96,8.33,873.98,5.31,31.852,8.57,0.51
10.54,536.99,8.33,894.63,2.85,31.853,8.57,0.51
11.53,536.97,8.32,906.93,2.85,31.851,8.57,0.51
3.29,536.94,8.31,920.23,2.84,31.852,8.57,0.51
3.0,536.96,8.31,899.23,2.87,31.848,8.57,0.51
2.52,536.97,8.31,887.26,2.88,31.846,8.57,0.51
10.78,536.97,8.31,907.25,2.87,31.842,8.57,0.51
9.45,537.03,8.31,911.51,2.88,31.838,8.57,0.51
9.27,537.07,8.31,902.02,2.92,31.832,8.57,0.51
12.21,537.1,8.32,898.94,2.91,31.828,8.57,0.51
2.01,537.13,8.33,884.73,2.93,31.826,8.57,0.51
4.64,537.11,8.33,872.77,2.91,31.83,8.57,0.51
6.18,537.09,8.33,876.73,2.93,31.831,8.57,0.51
7.54,537.06,8.33,882.3,2.94,31.832,8.57,0.51
2.28,537.05,8.33,884.27,2.94,31.834,8.57,0.51
9.12,537.08,8.33,898.94,2.87,31.837,8.57,0.51
8.9,537.12,8.33,879.56,2.88,31.839,8.57,0.51
10.92,537.1,8.33,890.45,2.87,31.842,8.57,0.51
2.59,537.14,8.33,895.6,2.84,31.845,8.57,0.51
10.93,537.17,8.33,901.65,2.84,31.844,8.58,0.51
4.69,537.18,8.33,910.21,2.83,31.847,8.58,0.51
9.29,537.11,8.33,905.72,2.82,31.847,8.58,0.51
9.43,537.07,8.32,920.23,2.82,31.848,8.58,0.51
8.91,537.06,8.32,924.66,2.82,31.848,8.58,0.51
8.37,537.11,8.32,927.23,2.87,31.846,8.58,0.51
6.32,537.11,8.31,926.6,2.9,31.847,8.58,0.51
8.99,537.15,8.31,931.66,2.92,31.85,8.58,0.51
12.53,537.2,8.31,932.29,2.89,31.852,8.58,0.51
9.34,537.27,8.31,914.98,2.9,31.853,8.58,0.51
2.22,537.29,8.31,915.92,2.93,31.852,8.58,0.51
3.3,537.26,8.31,918.46,2.95,31.851,8.58,0.51
8.4,537.23,8.32,914.63,2.94,31.848,8.58,0.51
2.06,537.18,8.32,909.08,2.94,31.845,8.58,0.51
2.5,537.21,8.31,903.37,2.94,31.841,8.58,0.51
2.2,537.13,8.31,891.99,2.94,31.839,8.58,0.51
12.21,537.1,8.31,893.44,2.93,31.836,8.58,0.51
2.0,537.05,8.3,884.77,3.09,31.833,8.58,0.51
10.35,537.08,8.3,884.36,3.0,31.832,8.58,0.51
1.92,537.09,8.3,884.41,2.98,31.83,8.58,0.51
10.76,537.07,8.3,868.46,2.98,31.827,8.58,0.51
11.76,537.06,8.3,857.07,2.96,31.826,8.58,0.51
9.54,537.09,8.3,852.2,2.96,31.823,8.58,0.51
2.45,537.12,8.31,861.24,2.97,31.823,8.58,0.51
3.16,537.07,8.31,845.06,2.94,31.825,8.58,0.51
2.54,537.09,8.31,855.61,2.93,31.823,8.58,0.51
7.89,537.09,8.31,854.11,2.91,31.826,8.58,0.51
1.97,537.15,8.31,852.75,2.9,31.825,8.58,0.51
1.73,537.17,8.31,854.69,2.87,31.826,8.58,0.51
9.58,537.17,8.31,858.5,2.88,31.826,8.58,0.51
2.37,537.19,8.31,853.09,2.86,31.822,8.58,0.51
8.99,537.22,8.32,877.26,2.87,31.82,8.58,0.51
3.15,537.15,8.32,878.44,2.87,31.818,8.58,0.51
2.01,537.11,8.32,879.38,2.89,31.814,8.58,0.51
9.66,537.05,8.32,879.04,2.93,31.812,8.57,0.51
8.82,537.02,8.32,893.55,2.99,31.809,8.57,0.51
2.04,537.05,8.32,887.27,2.99,31.808,8.57,0.51
11.46,537.06,8.32,887.44,3.02,31.805,8.57,0.51
4.51,537.12,8.31,882.97,2.97,31.8,8.57,0.51
9.06,537.14,8.31,895.11,2.93,31.796,8.57,0.51
2.43,537.07,8.32,887.95,2.96,31.794,8.57,0.51
8.21,537.04,8.31,877.1,2.91,31.792,8.57,0.51
10.55,537.04,8.31,864.68,2.87,31.789,8.57,0.51
7.96,536.99,8.31,870.61,2.87,31.787,8.57,0.51
8.95,536.95,8.31,863.64,2.84,31.786,8.57,0.51
3.7,536.86,8.31,866.93,2.83,31.782,8.57,0.51
3.13,536.86,8.31,845.79,2.85,31.778,8.57,0.51
9.14,536.86,8.31,857.73,2.83,31.77,8.57,0.51
2.11,536.81,8.31,857.15,2.84,31.765,8.58,0.51
5.56,536.73,8.31,855.87,2.83,31.758,8.58,0.51
2.27,536.64,8.31,865.49,2.81,31.753,8.58,0.51
1.86,536.6,8.31,861.54,2.8,31.749,8.58,0.51
3.82,536.6,8.31,851.52,2.79,31.744,8.58,0.51
6.99,536.59,8.31,854.76,2.8,31.74,8.58,0.51
11.62,536.49,8.31,870.38,2.82,31.738,8.58,0.51
10.05,536.52,8.3,868.59,2.83,31.737,8.58,0.51
3.37,536.51,8.3,878.94,2.84,31.74,8.58,0.51
10.26,536.55,8.3,880.51,2.84,31.741,8.58,0.51
7.61,536.52,8.3,894.89,2.87,31.74,8.58,0.51
1.73,536.5,8.3,884.22,2.88,31.737,8.57,0.51
6.71,536.53,8.31,881.31,2.87,31.739,8.57,0.51
9.3,536.59,8.31,868.24,2.86,31.74,8.57,0.51
2.19,536.61,8.31,889.13,3.5,31.738,8.57,0.51
2.37,536.66,8.32,882.0,3.5,31.733,8.57,0.51
11.77,536.63,8.32,897.87,3.5,31.729,8.58,0.51
6.55,536.6,8.32,904.15,3.51,31.728,8.57,0.51
2.55,536.52,8.31,901.45,3.48,31.726,8.57,0.51
8.2,536.42,8.31,894.14,3.46,31.72,8.58,0.51
10.78,536.38,8.3,893.99,3.47,31.718,8.58,0.51
8.81,536.36,8.3,883.32,2.85,31.712,8.58,0.51
6.36,536.32,8.3,903.53,2.81,31.707,8.58,0.51
7.55,536.33,8.3,879.37,2.81,31.707,8.58,0.51
9.05,536.38,8.3,862.99,2.8,31.704,8.58,0.51
7.47,536.39,8.3,871.15,2.8,31.702,8.58,0.51
2.66,536.4,8.3,877.95,2.83,31.699,8.58,0.51
2.56,536.35,8.3,862.45,2.85,31.696,8.58,0.51
2.61,536.33,8.3,875.95,2.83,31.698,8.57,0.51
2.3,536.36,8.3,870.57,2.82,31.698,8.57,0.51
2.79,536.43,8.3,885.75,2.82,31.697,8.57,0.51
3.1,536.4,8.3,895.59,2.81,31.695,8.57,0.51
9.14,536.44,8.29,904.09,2.81,31.695,8.57,0.51
2.65,536.43,8.3,932.62,2.77,31.695,8.57,0.51
6.64,536.46,8.3,942.77,2.77,31.693,8.57,0.51
2.14,536.44,8.3,931.71,2.75,31.69,8.57,0.51
3.18,536.36,8.3,925.17,2.79,31.686,8.58,0.51
2.2,536.35,8.3,912.61,2.81,31.684,8.58,0.51
10.93,536.39,8.29,899.58,2.8,31.68,8.58,0.51
10.71,536.44,8.29,892.94,2.81,31.677,8.58,0.51
9.54,536.48,8.29,892.99,2.83,31.674,8.58,0.51
2.53,536.48,8.29,884.03,2.83,31.67,8.58,0.51
2.27,536.47,8.3,884.79,2.81,31.669,8.58,0.51
2.61,536.44,8.3,861.38,2.78,31.664,8.58,0.51
8.39,536.35,8.31,850.98,2.77,31.66,8.58,0.51
2.02,536.28,8.31,854.01,2.77,31.657,8.57,0.51
11.09,536.21,8.31,855.28,2.76,31.65,8.57,0.51
5.73,536.21,8.31,845.61,2.76,31.646,8.57,0.51
3.2,536.25,8.31,856.38,2.76,31.642,8.57,0.51
1.96,536.26,8.3,871.78,2.76,31.638,8.57,0.51
5.43,536.35,8.3,889.18,2.77,31.638,8.57,0.51
2.28,536.38,8.3,857.65,2.78,31.635,8.56,0.51
10.76,536.4,8.3,875.03,2.78,31.634,8.56,0.51
3.56,536.4,8.3,889.48,2.8,31.632,8.56,0.51
2.29,536.41,8.3,887.61,2.8,31.63,8.56,0.51
1.84,536.4,8.29,898.97,2.78,31.627,8.56,0.51
2.2,536.41,8.29,907.34,2.78,31.624,8.56,0.51
2.03,536.34,8.29,915.34,2.8,31.622,8.56,0.51
8.91,536.39,8.29,890.16,2.8,31.62,8.56,0.51
2.42,536.41,8.28,885.03,2.96,31.619,8.56,0.51
3.08,536.42,8.28,907.2,3.0,31.615,8.56,0.51
2.85,536.41,8.28,902.22,2.98,31.612,8.56,0.51
4.94,536.39,8.28,885.71,2.97,31.612,8.56,0.51
4.66,536.43,8.28,889.65,2.99,31.611,8.56,0.51
2.3,536.44,8.28,891.59,3.02,31.61,8.57,0.51
3.65,536.48,8.28,887.13,3.02,31.611,8.57,0.51
8.02,536.53,8.28,888.25,2.96,31.611,8.57,0.51
2.78,536.6,8.29,893.64,2.88,31.61,8.57,0.51
1.57,536.64,8.29,895.49,2.91,31.602,8.57,0.51
8.25,536.62,8.29,898.86,2.9,31.598,8.57,0.51
2.15,536.63,8.3,905.65,2.88,31.593,8.57,0.51
4.03,536.63,8.3,920.95,2.85,31.584,8.57,0.51
9.17,536.59,8.31,915.57,2.85,31.574,8.56,0.51
2.19,536.53,8.31,925.67,2.86,31.569,8.56,0.51
3.51,536.52,8.31,906.19,2.99,31.571,8.56,0.51
9.29,536.6,8.3,907.38,2.98,31.568,8.56,0.51
2.04,536.67,8.3,914.23,2.97,31.566,8.56,0.51
3.21,536.68,8.29,935.42,2.99,31.57,8.56,0.51
6.06,536.73,8.29,936.42,3.0,31.573,8.56,0.51
2.57,536.76,8.29,931.48,3.02,31.575,8.56,0.51
3.4,536.78,8.29,935.69,3.02,31.574,8.56,0.51
3.05,536.73,8.29,939.37,2.86,31.575,8.56,0.51
2.4,536.7,8.29,942.6,2.87,31.575,8.56,0.51
3.59,536.71,8.28,943.76,2.9,31.571,8.56,0.51
3.28,536.74,8.28,963.53,2.92,31.568,8.56,0.51
4.59,536.79,8.28,955.81,2.94,31.566,8.56,0.51
3.0,536.81,8.28,950.72,2.94,31.561,8.56,0.51
2.34,536.83,8.28,947.02,2.94,31.555,8.56,0.51
2.4,536.83,8.28,956.64,2.94,31.552,8.56,0.51
2.53,536.85,8.29,937.33,2.93,31.551,8.56,0.51
3.24,536.81,8.29,926.54,2.94,31.548,8.56,0.51
2.42,536.77,8.29,929.69,2.96,31.541,8.57,0.51
2.56,536.73,8.29,925.53,2.97,31.541,8.57,0.51
3.25,536.78,8.29,916.22,2.97,31.544,8.57,0.51
8.24,536.9,8.29,920.89,3.0,31.547,8.57,0.51
11.64,537.0,8.29,934.08,3.02,31.55,8.57,0.51
6.43,537.08,8.29,930.26,3.04,31.547,8.57,0.51
10.92,537.22,8.3,925.98,3.05,31.545,8.57,0.51
9.16,537.34,8.3,919.93,3.03,31.549,8.57,0.51
11.19,537.42,8.31,914.02,3.01,31.547,8.57,0.51
9.34,537.42,8.31,928.05,3.01,31.539,8.57,0.51
4.07,537.5,8.32,922.64,3.01,31.532,8.57,0.51
2.67,537.51,8.32,923.43,3.02,31.527,8.57,0.51
2.37,537.52,8.32,903.73,3.18,31.53,8.57,0.51
1.89,537.55,8.32,908.0,3.21,31.526,8.57,0.51
2.44,537.54,8.32,898.7,3.2,31.521,8.56,0.51
1.77,537.52,8.32,896.81,3.21,31.518,8.56,0.51
1.84,537.46,8.32,899.3,3.2,31.517,8.56,0.51
9.87,537.39,8.32,907.58,3.2,31.515,8.56,0.51
6.28,537.33,8.32,910.55,3.22,31.509,8.55,0.51
1.99,537.29,8.33,934.49,3.05,31.504,8.55,0.51
12.01,537.21,8.33,943.05,3.02,31.504,8.55,0.51
8.85,537.16,8.33,947.35,3.02,31.507,8.55,0.51
11.28,537.12,8.33,959.03,3.06,31.507,8.55,0.51
2.08,537.1,8.33,966.03,3.09,31.506,8.54,0.51
2.93,537.05,8.33,988.51,3.37,31.501,8.54,0.51
2.99,536.98,8.32,984.08,3.43,31.497,8.54,0.51
8.71,536.89,8.32,962.83,3.44,31.489,8.54,0.51
1.98,536.82,8.32,969.89,3.46,31.483,8.53,0.51
2.03,536.78,8.32,947.61,3.46,31.472,8.53,0.51
2.9,536.73,8.31,930.72,3.42,31.461,8.53,0.51
10.99,536.71,8.31,936.14,3.4,31.456,8.52,0.51
2.82,536.73,8.3,914.99,3.23,31.453,8.52,0.51
2.71,536.72,8.3,889.15,3.08,31.448,8.51,0.51
2.5,536.71,8.3,886.41,3.09,31.443,8.51,0.51
9.52,536.7,8.3,885.15,3.11,31.444,8.51,0.51
3.2,536.7,8.3,898.09,3.13,31.441,8.5,0.51
3.02,536.7,8.29,900.15,3.16,31.434,8.5,0.51
2.32,536.74,8.29,909.53,3.16,31.431,8.49,0.51
2.29,536.74,8.29,914.21,3.16,31.434,8.49,0.51
2.97,536.77,8.29,914.7,3.09,31.437,8.48,0.51
13.87,536.83,8.29,919.48,3.15,31.431,8.48,0.51
6.47,536.82,8.29,945.26,3.16,31.424,8.48,0.51
2.22,536.79,8.29,934.67,3.13,31.423,8.47,0.51
3.4,536.81,8.29,929.89,3.11,31.424,8.47,0.51
2.41,536.74,8.29,925.61,3.11,31.42,8.47,0.51
2.59,536.77,8.29,921.45,3.1,31.41,8.46,0.51
2.45,536.67,8.29,913.14,3.12,31.405,8.46,0.51
3.54,536.65,8.27,913.74,3.08,31.403,8.45,0.51
1.98,536.67,8.26,918.5,3.08,31.405,8.45,0.51
1.95,536.7,8.25,936.24,3.14,31.407,8.45,0.51
2.28,536.66,8.25,933.97,3.15,31.403,8.44,0.51
3.43,536.67,8.24,946.77,3.19,31.402,8.44,0.51
1.71,536.73,8.24,958.22,3.2,31.402,8.44,0.51
3.07,536.85,8.24,968.76,3.23,31.401,8.44,0.51
2.49,536.97,8.25,978.0,3.25,31.398,8.44,0.51
2.27,537.01,8.26,983.35,3.22,31.392,8.44,0.51
9.95,537.01,8.26,977.1,3.17,31.39,8.44,0.51
2.12,536.96,8.27,975.18,3.18,31.385,8.44,0.51
2.86,536.92,8.27,985.74,3.2,31.376,8.44,0.51
2.61,536.85,8.27,978.56,3.21,31.376,8.57,0.51
2.57,536.73,8.27,965.32,3.21,31.379,8.55,0.51
2.67,536.67,8.26,962.18,3.21,31.378,8.55,0.51
2.65,536.71,8.27,957.33,3.23,31.375,8.54,0.51
1.79,536.81,8.27,952.96,3.24,31.369,8.54,0.51
12.2,536.9,8.27,942.15,3.21,31.375,8.54,0.51
10.98,536.93,8.26,949.7,3.21,31.378,8.53,0.51
11.83,536.95,8.27,953.17,3.2,31.377,8.53,0.51
4.08,536.94,8.27,952.62,3.21,31.375,8.54,0.51
2.39,536.99,8.27,941.19,3.19,31.376,8.53,0.51
11.59,536.98,8.27,955.09,3.22,31.382,8.54,0.51
8.28,537.02,8.26,959.5,3.19,31.387,8.53,0.51
2.61,537.14,8.27,938.58,3.22,31.385,8.53,0.51
2.57,537.23,8.28,963.38,3.24,31.382,8.53,0.51
3.32,537.33,8.28,967.18,3.23,31.383,8.53,0.51
6.16,537.36,8.29,970.1,3.22,31.381,8.53,0.51
3.8,537.41,8.29,964.15,3.24,31.385,8.53,0.51
2.96,537.43,8.29,980.76,3.22,31.385,8.53,0.51
6.98,537.41,8.29,989.79,3.22,31.383,8.52,0.51
5.07,537.37,8.29,994.18,3.26,31.389,8.52,0.51
2.25,537.41,8.29,1009.74,3.24,31.384,8.52,0.51
3.18,537.51,8.3,994.42,3.23,31.386,8.52,0.51
2.64,537.59,8.3,1002.56,3.19,31.382,8.51,0.51
2.93,537.72,8.31,1003.36,3.22,31.37,8.5,0.51
10.01,537.74,8.32,997.26,3.21,31.369,8.5,0.51
5.26,537.77,8.32,991.62,3.25,31.374,8.49,0.51
2.51,537.83,8.32,985.64,3.28,31.374,8.49,0.51
9.81,537.87,8.33,970.62,3.31,31.377,8.49,0.51
1.97,537.84,8.33,961.13,3.33,31.385,8.48,0.51
2.22,537.79,8.32,973.99,3.33,31.39,8.48,0.51
3.24,537.76,8.31,988.44,3.39,31.391,8.47,0.51
6.4,537.8,8.31,995.68,3.39,31.397,8.47,0.51
2.13,537.78,8.3,1006.44,3.36,31.401,8.47,0.51
2.94,537.65,8.3,1016.83,3.31,31.398,8.47,0.51
3.55,537.59,8.29,1008.42,3.29,31.392,8.47,0.51
2.21,537.53,8.28,1012.92,3.28,31.392,8.46,0.51
2.45,537.53,8.28,1023.6,3.28,31.386,8.46,0.51
3.32,537.48,8.28,1030.0,3.28,31.375,8.46,0.51
3.42,537.4,8.28,993.76,3.24,31.362,8.45,0.51
3.3,537.3,8.28,978.11,3.25,31.353,8.45,0.51
1.99,537.23,8.28,987.15,3.25,31.35,8.44,0.51
8.36,537.21,8.28,981.34,3.24,31.348,8.44,0.51
2.47,537.39,8.27,984.05,3.25,31.347,8.43,0.51
2.68,537.46,8.26,982.88,3.26,31.351,8.42,0.51
2.24,537.65,8.25,982.66,3.23,31.353,8.42,0.51
11.11,537.8,8.25,973.5,3.24,31.354,8.42,0.51
2.44,537.94,8.25,983.28,3.24,31.357,8.42,0.51
2.62,537.96,8.25,1005.42,3.26,31.347,8.41,0.51
2.59,537.87,8.25,998.03,3.27,31.333,8.41,0.51
0.89,537.79,8.26,984.75,3.27,31.323,8.41,0.51
3.41,537.73,8.26,978.03,3.24,31.313,8.41,0.51
1.93,537.6,8.25,990.13,3.24,31.31,8.41,0.51
2.35,537.54,8.24,979.77,3.21,31.301,8.4,0.51
2.48,537.45,8.24,969.32,3.22,31.295,8.4,0.51
3.36,537.4,8.23,978.28,3.22,31.305,8.4,0.51
1.84,537.34,8.22,975.77,3.2,31.306,8.39,0.51
2.98,537.19,8.21,980.82,3.19,31.305,8.39,0.51
3.31,537.05,8.21,964.09,3.17,31.303,8.38,0.51
3.24,536.95,8.2,973.16,3.2,31.299,8.38,0.51
3.12,536.9,8.2,1025.49,3.2,31.295,8.38,0.51
3.19,536.9,8.19,1019.49,3.18,31.293,8.37,0.51
2.85,536.83,8.17,1031.21,3.16,31.286,8.36,0.51
2.79,536.89,8.17,1053.24,3.17,31.286,8.36,0.51
2.63,536.86,8.15,1081.54,3.18,31.281,8.35,0.51
2.61,536.79,8.14,1133.12,3.16,31.281,8.35,0.51
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1.95,536.24,8.29,848.66,3.38,31.24,8.56,0.51
1.66,536.15,8.29,855.68,3.38,31.236,8.56,0.51
11.75,536.09,8.28,882.92,3.39,31.234,8.56,0.51
9.96,536.09,8.28,878.4,3.39,31.231,8.57,0.51
13.68,536.13,8.28,928.2,3.41,31.232,8.56,0.51
10.96,536.14,8.28,938.01,3.43,31.235,8.56,0.51
13.37,536.18,8.28,959.81,3.43,31.233,8.56,0.51
12.6,536.17,8.28,949.7,3.44,31.226,8.56,0.51
1.56,536.12,8.28,952.92,3.43,31.218,8.56,0.51
1.89,536.09,8.28,947.65,3.42,31.216,8.56,0.51
10.11,536.04,8.28,947.6,3.43,31.209,8.55,0.51
12.63,536.04,8.28,959.82,3.43,31.203,8.55,0.51
10.32,535.99,8.28,974.87,3.41,31.198,8.55,0.51
1.53,535.99,8.28,943.46,3.42,31.2,8.56,0.51
1.62,536.03,8.28,944.97,3.43,31.2,8.56,0.51
10.94,536.08,8.28,953.3,3.43,31.204,8.56,0.51
2.28,536.09,8.28,960.95,3.48,31.205,8.56,0.51
13.74,536.07,8.27,953.82,3.46,31.203,8.56,0.51
10.94,536.01,8.27,952.54,3.5,31.206,8.57,0.51
17.05,536.04,8.27,967.21,3.51,31.207,8.57,0.51
12.28,536.06,8.26,963.02,3.54,31.214,8.57,0.51
14.53,536.1,8.26,974.1,3.57,31.222,8.57,0.51
11.79,536.13,8.26,980.97,3.57,31.224,8.57,0.51
12.54,536.19,8.27,994.79,3.55,31.224,8.57,0.51
1.55,536.25,8.27,983.28,3.61,31.225,8.57,0.51
1.69,536.27,8.27,973.03,3.62,31.233,8.57,0.51
3.74,536.28,8.27,974.13,3.66,31.237,8.57,0.51
13.25,536.32,8.27,959.78,3.6,31.241,8.57,0.51
9.88,536.32,8.27,953.44,3.55,31.235,8.57,0.51
12.15,536.25,8.28,947.79,3.56,31.235,8.57,0.51
3.65,536.27,8.28,938.35,3.64,31.243,8.57,0.51
1.8,536.27,8.28,932.03,3.63,31.246,8.57,0.51
15.97,536.35,8.27,931.77,3.66,31.253,8.57,0.51
12.07,536.29,8.27,925.0,3.61,31.246,8.57,0.51
10.77,536.26,8.27,930.36,3.57,31.246,8.57,0.51
12.62,536.26,8.27,921.38,3.61,31.244,8.57,0.51
13.45,536.3,8.27,935.48,3.6,31.249,8.57,0.51
11.1,536.28,8.27,935.38,3.64,31.242,8.57,0.51
7.31,536.24,8.27,942.93,3.61,31.233,8.57,0.51
2.09,536.18,8.27,944.04,3.58,31.221,8.57,0.51
7.84,536.17,8.26,951.63,4.1,31.222,8.57,0.51
15.96,536.12,8.26,960.51,4.14,31.227,8.57,0.51
3.34,536.04,8.26,968.35,4.21,31.236,8.57,0.51
4.06,536.02,8.26,965.78,4.19,31.24,8.57,0.51
11.09,536.11,8.26,973.2,4.11,31.256,8.57,0.51
12.45,536.22,8.26,970.62,4.12,31.268,8.57,0.51
11.28,536.61,8.26,973.54,3.51,31.302,8.57,0.51
10.74,536.89,8.26,991.99,3.5,31.309,8.56,0.51
16.0,537.14,8.27,980.38,3.45,31.322,8.56,0.51
12.24,537.26,8.27,968.21,3.45,31.34,8.56,0.51
14.64,537.26,8.28,973.3,3.47,31.35,8.56,0.51
10.75,537.26,8.28,980.09,3.42,31.362,8.56,0.51
